Contig,Restriction sites,Length,Coverage,Self Contact
contig_55954,42403,3380714,37366,
contig_55955,1348,141705,80,
contig_55959,514,39437,20,
contig_55960,1141,134145,457,
contig_55961,966,123013,450,
contig_55962,271,26963,46,
contig_55964,168,18999,47,
contig_55965,698,101045,399,
contig_55966,22,5248,1050,
contig_55967,517,65498,27301,
contig_5597,418,62365,106,
contig_55970,1916,199588,567,
contig_55972,2611,380348,1564,
contig_55976,167,20219,22,
contig_55984,1888,221074,320,
contig_55985,1486,217205,421,
contig_55987,276,33892,251,
contig_55989,866,116605,102,
contig_5599,633,65047,98,
contig_55990,5212,306976,7116,
contig_55991,1134,201945,580,
contig_55993,4582,327948,382,
contig_55997,2356,284784,1044,
contig_55998,1192,152787,596,
contig_55999,1159,181981,736,
contig_5600,2010,286939,2462,
contig_56002,359,42692,99,
contig_56003,1974,146251,122,
contig_56005,453,44885,43,
contig_56009,5602,802175,3380,
contig_5601,6004,880424,2561,
contig_56010,587,63414,407,
contig_56011,3589,371981,2523,
contig_56012,7370,722755,167,
contig_56013,2082,159372,62,
contig_56017,868,131463,228,
contig_56019,734,93337,171,
contig_56021,472,38849,2013,
contig_56025,660,63635,58,
contig_56027,723,76100,305,
contig_56029,1986,215936,399,
contig_56035,1630,173400,611,
contig_56037,673,41210,17,
contig_56040,12760,1423483,3371,
contig_56041,7607,1287605,5377,
contig_56046,1262,182176,972,
contig_56048,1053,110012,382,
contig_56050,805,108755,72,
contig_56051,12598,1663787,41995,
contig_56053,675,96389,20889,
contig_56057,24226,1311494,805,
contig_56060,912,131147,477,
contig_56061,1455,216164,4961,
contig_56066,389,43787,129,
contig_56070,6301,635846,928,
contig_56072,2676,277404,476,
contig_56073,118,12044,169,
contig_56077,902,99886,372,
contig_56079,1137,192641,3693,
contig_56084,3666,226702,2348,
contig_56086,504,86348,4107,
contig_56088,458,48482,600,
contig_56090,49443,5250089,18318,
contig_56091,627,54127,563,
contig_56093,231,35984,178,
contig_56095,322,34879,8,
contig_56097,1179,145701,234,
contig_56098,534,59240,117,
contig_561,650,81150,41,
contig_56100,629,135765,276,
contig_56104,645,59972,46,
contig_56105,9679,1871240,9101,
contig_5611,267,32561,14,
contig_56110,664,146831,238,
contig_56111,1908,123785,773,
contig_56114,292,27778,10,
contig_56118,1427,164889,3683,
contig_56122,686,46818,39,
contig_56123,811,98977,181,
contig_56124,311,50961,7,
contig_56125,193,28947,264,
contig_56127,5506,282933,256,
contig_56128,851,86625,40,
contig_56129,248,64343,120,
contig_5613,10578,2549866,22549,
contig_56131,535,47563,248,
contig_56134,417,37755,128,
contig_56135,87,8816,93,
contig_56136,2743,202434,4875,
contig_56139,6375,1035009,3851,
contig_56140,2354,290402,564,
contig_56141,4088,203578,116,
contig_56146,2330,254007,236,
contig_5615,10079,2520796,36259,
contig_56150,243,40232,1747,
contig_56151,215,37046,37,
contig_56152,3049,282494,671,
contig_5616,1125,144901,1683,
contig_56162,201,35822,99,
contig_56163,324,53646,105,
contig_56167,392,69680,822,
contig_56170,1094,166837,17518,
contig_56171,384,56266,5965,
contig_56172,4550,348551,282,
contig_56173,2561,290563,1336,
contig_56175,498,63131,72,
contig_56179,776,82468,110,
contig_56189,2087,336142,895,
contig_56190,876,108243,65,
contig_56196,1060,174960,459,
contig_56198,385,63740,860,
contig_5620,4533,708369,998,
contig_56202,595,103080,258,
contig_56205,4035,302768,401,
contig_56206,1277,96141,93,
contig_56208,772,99692,83,
contig_56209,246,32840,522,
contig_56210,1087,107688,79,
contig_56213,2658,441636,3971,
contig_56214,478,67443,57,
contig_56217,1128,117087,229,
contig_56221,1103,117942,362,
contig_56230,827,43675,34,
contig_56235,1044,118093,1937,
contig_56236,838,100780,230,
contig_56237,253,28840,15,
contig_56238,548,69822,54,
contig_56246,1967,159747,211,
contig_56249,998,208951,1201,
contig_56256,3757,340079,450,
contig_56262,476,47884,442,
contig_56263,212,29051,214,
contig_56266,1309,138772,241,
contig_56269,1917,341159,887,
contig_56270,1355,130644,247,
contig_56271,4343,669182,2420,
contig_56272,237,42580,144,
contig_56273,13418,699666,173,
contig_56274,1134,263595,3241,
contig_56275,1379,152578,224,
contig_56284,493,56082,112,
contig_56290,1014,108566,296,
contig_56291,1598,163060,565,
contig_56295,1003,84965,119,
contig_56345,6997,651985,1485,
contig_56347,774,100781,221,
contig_56349,10041,1922142,8237,
contig_56358,1669,264697,1558,
contig_5636,188,23255,144,
contig_56361,1078,113039,1920,
contig_56364,2746,367423,1010,
contig_56366,125,15061,18,
contig_56368,115,28838,131,
contig_56369,842,177128,705,
contig_56371,842,112163,114,
contig_56372,3031,333382,980,
contig_56375,1400,193518,7350,
contig_56384,357,44802,53,
contig_56385,486,81219,1343,
contig_56386,911,99096,52,
contig_56387,299,62717,109,
contig_56390,1176,132912,136,
contig_56392,317,39269,7,
contig_56395,987,106383,346,
contig_56396,300,42338,24,
contig_56397,543,76983,112,
contig_56398,375,43776,104,
contig_56407,269,39783,697,
contig_56408,8154,1094564,25359,
contig_56409,154,25326,3,
contig_5641,11166,792360,911,
contig_56413,334,17598,322,
contig_5642,416,50676,11,
contig_56424,1848,202105,1276,
contig_56427,396,56153,607,
contig_56428,470,58023,171,
contig_56429,7524,653957,779,
contig_56430,4610,281130,174,
contig_56434,7460,599391,811,
contig_56438,1493,202619,1129,
contig_56439,158,48443,1297,
contig_56441,444,65687,110,
contig_56445,483,53308,223,
contig_56449,2044,241242,616,
contig_56450,997,91845,152,
contig_56451,538,77859,25,
contig_56452,1607,153307,160,
contig_56453,4045,434561,2023,
contig_56458,1969,236228,739,
contig_56460,1022,60274,113,
contig_56461,970,164953,359,
contig_56462,1021,97176,231,
contig_56467,1138,185012,838,
contig_56468,347,104057,262,
contig_56471,1393,210739,217,
contig_56473,123,11566,40,
contig_56474,2901,378432,1032,
contig_56477,1873,233778,191,
contig_56478,4229,489432,4233,
contig_56479,5004,268257,259,
contig_56490,401,47764,132,
contig_56496,396,43585,48,
contig_56499,1095,161003,362,
contig_56503,616,98381,129,
contig_56504,1530,177483,607,
contig_56505,3579,366625,1310,
contig_56506,2066,200219,184,
contig_56507,603,57545,48,
contig_56508,168,51009,186,
contig_5651,2084,130659,89,
contig_56510,789,93238,188,
contig_56511,440,40753,26,
contig_56512,367,56484,184,
contig_56513,279,34191,41,
contig_56516,688,72544,710,
contig_56517,340,33736,77,
contig_56523,2249,184352,334,
contig_56524,860,115183,146,
contig_56525,506,70158,403,
contig_56526,478,68428,1189,
contig_56530,3074,296057,411,
contig_56537,321,60784,173,
contig_56540,373,52758,80,
contig_56541,712,113079,97,
contig_56543,1995,180717,1257,
contig_56544,462,35350,232,
contig_56548,3720,530948,997,
contig_56549,570,83551,356,
contig_5655,806,65305,303,
contig_56551,1395,132226,183,
contig_56552,2557,295553,268,
contig_56553,10012,1171028,4577,
contig_56559,2165,391561,2267,
contig_5656,518,49871,113,
contig_56562,1433,138986,379,
contig_56563,409,22135,87,
contig_56564,14685,1594564,2658,
contig_56565,5107,376242,311,
contig_56566,1178,126116,157,
contig_56567,1008,108551,159,
contig_56569,301,46842,220,
contig_56574,15696,949401,714,
contig_56577,3338,428843,1018,
contig_56578,560,60058,55,
contig_5658,248,23325,26,
contig_56584,9408,512369,673,
contig_56588,748,91684,183,
contig_56590,5162,683497,2848,
contig_56595,623,77251,137,
contig_56597,122,8916,17,
contig_56599,164,20213,678,
contig_5660,422,28641,23,
contig_56607,180,20404,287,
contig_56609,698,97488,236,
contig_56612,262,28162,11,
contig_56616,265,33039,143,
contig_56618,5740,706054,4095,
contig_56623,1530,199302,468,
contig_56628,411,60259,34,
contig_56629,208,25722,22,
contig_56631,192,41690,91,
contig_56633,568,85508,3515,
contig_56634,1149,92947,2056,
contig_56642,789,79964,132,
contig_56649,1342,128777,154,
contig_56660,581,40051,501,
contig_56666,353,44443,283,
contig_56668,167,24010,16,
contig_5667,6269,1020795,9921,
contig_56672,587,40930,519,
contig_56674,5004,647928,1495,
contig_56679,1022,152821,314,
contig_56682,4042,426949,194,
contig_56683,588,92206,240,
contig_5669,1976,316857,678,
contig_56692,3990,579414,195,
contig_56694,626,77170,179,
contig_56698,1118,166684,578,
contig_56699,822,67270,120,
contig_56700,2552,283531,297,
contig_56705,256,39184,115,
contig_56708,276,32362,518,
contig_56709,1129,171088,6003,
contig_56710,1193,168228,952,
contig_56713,128,16355,36,
contig_56714,1695,212047,309,
contig_56717,439,79657,766,
contig_56720,530,67440,194,
contig_56729,1340,174184,184,
contig_56730,661,68201,407,
contig_56733,3519,220409,703,
contig_56735,1192,142741,198,
contig_56739,553,53912,150,
contig_56740,2092,245610,346,
contig_56741,623,62125,221,
contig_56743,471,73452,385,
contig_56744,176,29583,39,
contig_56745,1348,127588,276,
contig_56746,415,46392,89,
contig_56747,470,31564,87,
contig_5675,5930,1614796,1810,
contig_56750,1037,122263,233,
contig_56753,476,44311,231,
contig_56754,368,34776,47,
contig_56757,1433,151260,318,
contig_56759,4676,370486,213,
contig_5676,326,54826,31,
contig_56765,1051,115374,258,
contig_56766,630,87097,122,
contig_56767,611,74706,227,
contig_56769,907,95966,192,
contig_5677,1099,113152,13,
contig_56781,123,7776,44,
contig_56782,438,29729,65,
contig_56784,636,34227,1847,
contig_56787,6402,998833,5859,
contig_56788,2156,201735,99,
contig_56789,526,47629,275,
contig_56790,3277,319255,181,
contig_56793,345,48346,26,
contig_56796,297,28874,582,
contig_56797,599,87105,223,
contig_56799,1381,360747,1598,
contig_5680,3124,312970,737,
contig_56802,649,83142,148,
contig_56807,451,76329,157,
contig_56809,1190,132164,394,
contig_56817,232,27220,164,
contig_56819,1376,168883,1953,
contig_56821,709,93625,293,
contig_56822,805,75543,132,
contig_56827,437,21304,17,
contig_56829,264,19346,50,
contig_56836,1602,135616,177,
contig_56840,412,58156,589,
contig_56847,1021,110741,89,
contig_56850,424,29131,630,
contig_56856,2586,245504,350,
contig_56859,926,109969,208,
contig_56860,165,27156,5,
contig_56862,1691,171077,3548,
contig_56865,19424,1045221,3455,
contig_56866,375,64666,155,
contig_56877,303,40494,248,
contig_56881,2359,376487,472,
contig_56888,1049,153804,371,
contig_56889,647,97932,174,
contig_5689,211,22017,25,
contig_56890,837,45034,192,
contig_56899,504,41261,19,
contig_56900,545,45127,107,
contig_56901,685,126988,313,
contig_56913,1117,87572,52,
contig_56914,1664,201443,615,
contig_56921,44,4240,30,
contig_56922,1420,198542,528,
contig_56925,318,25512,38,
contig_56927,90,5678,27,
contig_56928,367,55847,176,
contig_56929,1223,117945,159,
contig_56932,1376,215626,133,
contig_56933,300,43989,80,
contig_56934,10067,1243615,10318,
contig_56936,1373,199123,388,
contig_56940,729,106921,199,
contig_56944,725,35992,46,
contig_56945,608,34866,27,
contig_56948,768,63292,91,
contig_56950,1402,184867,553,
contig_56951,2030,219473,133,
contig_56952,319,96722,580,
contig_56953,5939,285724,155,
contig_56954,8722,1266216,4373,
contig_56958,1381,143156,101,
contig_56962,322,40450,106,
contig_56966,631,59362,73,
contig_56968,36,49347,3340,
contig_56969,806,103251,173,
contig_56970,795,38740,173,
contig_56971,3292,187382,25313,
contig_56972,719,73587,205,
contig_56978,1924,241328,255,
contig_56981,143,38620,41,
contig_56985,180,23816,35,
contig_56986,583,80492,140,
contig_56990,7007,837639,6774,
contig_56991,1190,108704,119,
contig_56996,22262,1903064,4510,
contig_57002,314,39843,83,
contig_57003,584,58483,113,
contig_57007,1453,222041,699,
contig_57008,707,62322,302,
contig_5701,295,68901,1103,
contig_57010,550,77141,285,
contig_57011,271,59514,308,
contig_57012,174,42115,316,
contig_57013,8548,874551,3193,
contig_57014,364,46900,189,
contig_57021,924,105563,302,
contig_57024,939,104181,90,
contig_5703,210,29724,207,
contig_57031,743,100565,124,
contig_57035,590,60051,1278,
contig_57036,626,77377,114,
contig_57040,15615,1694061,4520,
contig_57045,1776,130133,99,
contig_57053,158,10515,324,
contig_57055,522,67669,167,
contig_5706,1688,275148,2343,
contig_57062,1359,129874,302,
contig_57063,1599,250031,337,
contig_57066,609,78252,529,
contig_57067,1240,149893,1446,
contig_57070,2990,184298,105,
contig_57072,18755,1972749,1809,
contig_57073,2162,150692,6664,
contig_57076,163,27214,51,
contig_57078,2351,264026,218,
contig_57083,2575,297641,1277,
contig_57084,895,152640,525,
contig_57087,4326,596885,516,
contig_57090,247,25933,81,
contig_57093,1764,165914,144,
contig_57096,637,95340,93,
contig_57103,863,104790,6167,
contig_57104,1767,197501,314,
contig_57106,203,44081,165,
contig_57107,403,43459,43,
contig_5711,349,67342,161,
contig_57123,855,103524,78,
contig_57133,357,41059,50,
contig_57134,334,23424,602,
contig_57135,1321,159105,379,
contig_57139,975,129637,115,
contig_5714,405,43882,58,
contig_57144,1930,241273,485,
contig_57152,590,75465,73,
contig_57153,1573,131507,107,
contig_57154,453,47519,105,
contig_57160,857,52413,67,
contig_57164,285,15942,1913,
contig_57166,432,38232,14,
contig_57167,916,73135,245,
contig_57169,1798,179041,544,
contig_57170,80,24007,55,
contig_57171,1125,147176,384,
contig_57181,5395,599174,23722,
contig_57182,397,38887,197,
contig_57183,255,50338,245,
contig_5719,1108,131394,453,
contig_57193,81,11151,84,
contig_57196,107,13927,103,
contig_572,248,91398,91226,
contig_57202,1314,190324,8037,
contig_57204,803,100373,107,
contig_57205,744,95092,175,
contig_57206,707,65639,77,
contig_57209,632,37159,31,
contig_57210,112,56614,705,
contig_57220,248,41981,90,
contig_57225,2659,285944,350,
contig_57228,1005,92737,72,
contig_57229,982,141146,304,
contig_57231,585,85087,150,
contig_57233,433,42320,59,
contig_57236,83,12050,262,
contig_57237,488,50713,79,
contig_57240,923,68508,271,
contig_57242,3415,321106,867,
contig_57243,1143,119153,146,
contig_57244,353,35984,25,
contig_57245,580,93370,219,
contig_57249,2162,278805,101,
contig_5725,879,74366,338,
contig_57250,2386,282331,478,
contig_57252,2193,166957,2903,
contig_57253,925,94538,99,
contig_57260,400,43278,51,
contig_57264,128,22349,61,
contig_57266,454,60457,143,
contig_57268,127,11381,69,
contig_5727,5461,722327,151,
contig_57270,6206,560907,1639,
contig_57272,214,43847,2047,
contig_57273,495,58124,127,
contig_57274,1831,259003,426,
contig_57275,972,106440,620,
contig_57276,877,58230,148,
contig_57278,1398,159706,148,
contig_57281,728,80522,182,
contig_57286,648,111098,69,
contig_57287,1039,158714,632,
contig_57288,263,27820,11,
contig_5729,9798,730523,1487,
contig_57292,449,59069,121,
contig_57293,322,15594,1911,
contig_57296,2569,147267,954,
contig_57297,1553,347061,4001,
contig_57303,445,51596,129,
contig_57304,411,50294,50,
contig_57317,467,60728,7,
contig_57326,217,9990,41,
contig_57327,181,20903,30,
contig_57331,315,14915,1,
contig_57333,383,33036,44,
contig_57335,418,56415,89,
contig_57336,2125,125942,444,
contig_57339,917,99723,400,
contig_57342,703,109150,262,
contig_57347,5204,378946,586,
contig_57348,389,44526,35,
contig_57351,1828,190111,337,
contig_57352,4063,461284,1847,
contig_57353,777,94678,144,
contig_57359,583,87335,96,
contig_5736,7049,569812,240,
contig_57362,922,130777,382,
contig_57372,373,54918,166,
contig_57373,425,48222,83,
contig_5738,6071,549401,250,
contig_57384,254,33764,85,
contig_57390,2696,623081,1726,
contig_57392,311,49025,122,
contig_57404,872,99818,148,
contig_57409,619,83482,139,
contig_57410,2035,234448,1005,
contig_57418,653,75463,127,
contig_57419,11625,1369939,12077,
contig_57424,1525,115066,76,
contig_57430,14445,2186621,34352,
contig_57431,442,42150,48,
contig_57432,5089,390559,225,
contig_57434,375,46901,76,
contig_57436,1908,166476,300,
contig_57437,694,178475,502,
contig_57438,426,59010,85,
contig_57439,398,39724,60,
contig_5744,1896,216792,1338,
contig_57442,2650,195314,427,
contig_57446,286,35517,232,
contig_57448,4948,617245,2958,
contig_5745,284,37345,60,
contig_57450,459,43315,1653,
contig_57451,472,43889,60,
contig_57453,1480,143660,273,
contig_57456,347,43404,66,
contig_57458,481,40019,2670,
contig_57459,297,36538,131,
contig_57461,1599,218344,840,
contig_57463,5413,544308,1484,
contig_57466,1006,111711,2337,
contig_57469,21728,1137884,22509,
contig_5747,928,84493,115,
contig_57470,1808,121151,436,
contig_57472,5178,336469,1361,
contig_57473,579,38789,36,
contig_57478,1382,159449,222,
contig_57480,535,75205,344,
contig_57481,285,21899,23,
contig_57483,552,51814,338,
contig_57485,268,40542,64,
contig_57490,157,44158,8169,
contig_57495,842,125568,345,
contig_57496,579,46124,57,
contig_57499,141,13658,641,
contig_57501,33658,1947584,18906,
contig_57503,707,98874,380,
contig_57504,4793,462401,810,
contig_57506,1304,107803,204,
contig_57510,2542,187533,141,
contig_57513,168,32374,268,
contig_57514,977,113034,555,
contig_57515,652,88217,158,
contig_57517,7493,731207,3200,
contig_57526,327,40490,485,
contig_57528,508,93925,154,
contig_57529,1299,152298,97,
contig_57530,2226,129014,206,
contig_57531,530,29017,3,
contig_57536,1496,166284,12,
contig_57537,1862,429686,1020,
contig_57538,2200,480851,1163,
contig_57539,27316,2707137,34897,
contig_57541,1464,229291,372,
contig_57543,826,82838,213,
contig_57546,734,61877,352,
contig_57547,832,102624,114,
contig_57552,650,104775,317,
contig_57553,2154,145431,372,
contig_57554,3128,281215,533,
contig_57556,121,10573,16,
contig_57558,274,37036,455,
contig_57561,285,72828,1351,
contig_57564,517,63340,175,
contig_57568,437,83005,252,
contig_57569,863,73430,201,
contig_57570,606,28325,22,
contig_57572,2408,140455,79,
contig_57574,468,49813,255,
contig_57577,316,49237,83,
contig_57579,719,193684,1138,
contig_57581,1327,179008,840,
contig_57583,4624,502154,425,
contig_57587,2163,178651,132,
contig_57588,3533,368932,1230,
contig_57593,2252,212256,341,
contig_57594,438,54307,137,
contig_57595,319,46736,64,
contig_57596,867,114782,593,
contig_57597,306,38199,333,
